mess_datum;stations_id;tmk;altitude;latitude;longitude;name;state
2016-06-14;13670;16.4;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2016-06-15;13670;15;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2016-06-16;13670;15.6;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2016-06-17;13670;15.2;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2016-06-18;13670;15;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2016-06-19;13670;15;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2016-06-20;13670;15.8;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2016-06-21;13670;17.7;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2016-06-22;13670;21;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2016-06-23;13670;25.2;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2016-06-24;13670;21.6;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2016-06-25;13670;16.2;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2016-06-26;13670;14.8;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2016-06-27;13670;15.1;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2016-06-28;13670;17.9;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2016-06-29;13670;17.4;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2016-06-30;13670;17.7;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-01;13670;10.4;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-02;13670;9.7;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-03;13670;11.2;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-04;13670;10.8;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-05;13670;9.3;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-06;13670;13.6;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-07;13670;12.9;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-08;13670;9.7;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-09;13670;8.7;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-10;13670;10.6;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-11;13670;15.9;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-12;13670;17.4;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-13;13670;16.9;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-14;13670;15.9;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-15;13670;16.3;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-16;13670;21.5;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-17;13670;24.4;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-18;13670;18.4;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-19;13670;14;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-20;13670;13.8;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-21;13670;15.6;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-22;13670;19.3;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-23;13670;19.1;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-24;13670;16.6;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-25;13670;17.4;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-26;13670;21.2;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-27;13670;25.4;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-28;13670;21.3;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-29;13670;25.6;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-30;13670;20.7;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-05-31;13670;18.4;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-01;13670;19;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-02;13670;23;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-03;13670;20.3;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-04;13670;16.6;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-05;13670;17.5;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-06;13670;16.4;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-07;13670;14.4;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-08;13670;18.7;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-09;13670;17.7;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-10;13670;18.4;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-11;13670;22.3;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-12;13670;16.7;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-13;13670;16.8;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-14;13670;19.3;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-15;13670;21.9;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-16;13670;16.7;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-17;13670;17.6;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-18;13670;21.4;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-19;13670;24.4;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-20;13670;24.1;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-21;13670;23.1;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-22;13670;26.2;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-23;13670;21.3;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-24;13670;17.6;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-25;13670;18.4;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-26;13670;19.3;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-27;13670;17.9;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-28;13670;19.6;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-29;13670;18.3;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2017-06-30;13670;18;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-01;13670;9;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-02;13670;12.2;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-03;13670;12.3;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-04;13670;13.6;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-05;13670;16.2;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-06;13670;18.9;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-07;13670;20.1;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-08;13670;20.8;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-09;13670;21.1;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-10;13670;14.6;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-11;13670;14.6;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-12;13670;19.1;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-13;13670;14.9;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-14;13670;19.3;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-15;13670;19.7;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-16;13670;17.4;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-17;13670;12.6;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-18;13670;11.9;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-19;13670;12.1;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-20;13670;17.6;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-21;13670;20.6;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-22;13670;18.2;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-23;13670;19.2;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-24;13670;18.6;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-25;13670;20.8;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-26;13670;23.6;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-27;13670;20.9;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-28;13670;23.4;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-29;13670;22.8;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-30;13670;22.8;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-05-31;13670;22.2;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-01;13670;18.4;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-02;13670;18.3;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-03;13670;20.3;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-04;13670;20.8;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-05;13670;17.8;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-06;13670;22.2;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-07;13670;22.4;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-08;13670;20.2;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-09;13670;22;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-10;13670;21.2;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-11;13670;19.1;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-12;13670;16;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-13;13670;14.9;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-14;13670;16.1;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-15;13670;18.8;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-16;13670;18.8;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-17;13670;16.7;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-18;13670;18.6;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-19;13670;18.6;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-20;13670;22.6;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-21;13670;15.9;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-22;13670;13.5;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-23;13670;14.3;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-24;13670;15.2;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-25;13670;17.5;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-26;13670;15.7;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-27;13670;19.8;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-28;13670;22.8;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-29;13670;23;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
2018-06-30;13670;22.7;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen
